,0
142,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5837-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estudos-integrados/np-diagnosticos-ambientais.html
143,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6496-metodos-e-outros-documentos-de-referencia/np-vocabulario-e-glossarios/np-dicionario-cartografico.html
144,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6498-metodos-e-outros-documentos-de-referencia/np-vocabulario-e-glossarios/np-dicionario-geologico-geomorfologico.html
145,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5960-cartas-e-mapas/np-mapas-do-brasil/np-sociedade-e-economia/np-distribuicao-da-producao-agropecuaria-na-vegetacao-natural.html
146,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5961-cartas-e-mapas/np-mapas-do-brasil/np-sociedade-e-economia/np-distribuicao-dos-estabelecimentos-rurais.html
147,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5962-cartas-e-mapas/np-mapas-do-brasil/np-sociedade-e-economia/np-distribuicao-espacial-da-atividade-canavieira-nos-biomas-brasileiros.html
148,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5980-cartas-e-mapas/np-mapas-estaduais/np-sociedade-e-economia/np-distribuicao-espacial-da-populacao-em-2010.html
149,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5963-cartas-e-mapas/np-mapas-do-brasil/np-sociedade-e-economia/np-distribuicao-espacial-da-populacao-segundo-cor-ou-raca-pretos-e-pardos.html
150,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5964-cartas-e-mapas/np-mapas-do-brasil/np-sociedade-e-economia/np-distribuicao-espacial-da-soja-nos-biomas-brasileiros.html
151,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5777-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-divisao-urbano-regional.html
152,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5778-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-divisoes-regionais-do-brasil.html
153,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5783-informacoes-sobre-organizacao-do-territorio/np-divisao-regional/np-esboco-preliminar-da-divisao-do-brasil-em-espacos-homogeneos-e-espacos-polarizados.html
154,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6393-metodos-e-outros-documentos-de-referencia/np-outros-documentos-tecnicos/np-esclarecimento-sobre-a-relacao-entre-o-datum-vertical-do-sgb-imbituba-e-santana-e-os-niveis-de-reducao-e-zeros-hidrograficos-no-litoral-brasileiro.html
155,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6463-metodos-e-outros-documentos-de-referencia/np-normas/np-especificacao-e-normas-gerais-para-levantamentos-geodesicos-em-territorio-brasileiro.html
156,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6464-metodos-e-outros-documentos-de-referencia/np-normas/np-especificacoes-e-normas-gerais-para-levantamentos-gps-versao-preliminar.html
157,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5840-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estudos-integrados/np-estudos-e-pesquisas-em-geociencias.html
158,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6418-metodos-e-outros-documentos-de-referencia/np-outros-documentos-tecnicos/np-expedicao-ao-jalapao.html
159,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5810-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-biodiversidade/np-fauna-ameacada-de-extincao.html
160,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5808-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geologia/np-folhas-da-carta-internacional-do-mundo-ao-milionesimo.html
161,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5809-cartas-e-mapas/np-folhas-topograficas/np-folhas-da-carta-do-brasil.html
162,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5976-cartas-e-mapas/np-mapas-regionais/np-redes-geograficas/np-fronteira-agricola-amazonia-legal.html
163,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6381-metodos-e-outros-documentos-de-referencia/np-outros-documentos-tecnicos/np-geodesia-por-satelites-no-ibge-resultados-preliminares-das-atividades-desenvolvidas.html
164,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5822-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geologia/np-geologia-1-250-000.html
165,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5823-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geologia/np-geologia-do-estado-ro-rr-to-ac-am-ap-ma-mt-e-pa.html
166,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0870-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geomorfologia/np-geomorfologia.html
167,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6028-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geomorfologia/np-geomorfologia-do-estado-de-ro-rr-to-ac-am-ma-mt-e-pa.html
168,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5795-informacoes-sobre-organizacao-do-territorio/np-redes-e-fluxos-geograficos/np-gestao-do-territorio.html
169,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6499-metodos-e-outros-documentos-de-referencia/np-vocabulario-e-glossarios/np-glossario-dos-termos-genericos-dos-nomes-geograficos-utilizados-no-mapeamento-sistematico-do-brasil.html
170,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5824-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geologia/np-hidrogeologia.html
171,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5979-cartas-e-mapas/np-mapas-estaduais/np-informacoes-ambientais/np-hidrogeologicoe-hidrogeologico-do-estado-da-pb-e-rn.html
172,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5825-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geologia/np-hidroquimica.html
173,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5971-cartas-e-mapas/np-mapas-regionais/np-hidroquimica-dos-mananciais.html
174,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0851-imagens-do-territorio/np-imagens-corrigidas/np-imagens-ortorretificadas.html
175,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5811-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-biodiversidade/np-index-herbariorum-brasiliensium.html
176,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6478-metodos-e-outros-documentos-de-referencia/np-revistas-e-manuais-tecnicos/np-indice-de-nomes-geograficos-volume-1-bcim.html
177,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5835-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estatisticas-e-indicadores-ambientais/np-informacao-geografica.html
178,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5968-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-infra-estrutura-de-transporte.html
179,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6468-metodos-e-outros-documentos-de-referencia/np-normas/np-instrucoes-para-homologacao-de-estacoes-estabelecidas-por-outras-instituicoes.html
180,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5813-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-biodiversidade/np-inventario-da-biodiversidade-do-bioma-cerrado.html
181,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5797-informacoes-sobre-organizacao-do-territorio/np-redes-e-fluxos-geograficos/np-ligacoes-aereas.html
182,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5794-informacoes-sobre-organizacao-do-territorio/np-redes-e-fluxos-geograficos/np-rodoviarias-e-hidroviarias.html
183,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5792-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-logistica-de-energia.html
184,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5793-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-logistica-dos-transportes.html
185,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5838-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estudos-integrados/np-macrozoneamento-geoambiental-do-estado-de-mato-grosso-do-sul.html
186,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5774-informacoes-sobre-organizacao-do-territorio/np-estrutura-territorial/np-malhas.html
187,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5826-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geologia/np-manual-tecnico-em-geociencias.html
188,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5812-cartas-e-mapas/np-mapas-do-brasil/np-mapas-de-referencia/np-fisico.html
189,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5977-cartas-e-mapas/np-mapas-estaduais/np-mapas-de-referencia/np-mapas-fisicos-dos-estados.html
190,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0854-imagens-do-territorio/np-imagens-corrigidas/np-mapas-imagem.html
191,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5984-cartas-e-mapas/np-mapas-municipais/np-mapas-municipais-estatistico-do-estado-do-acre.html
192,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5983-cartas-e-mapas/np-mapas-municipais/np-mapas-municipais-por-estado.html
193,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5816-cartas-e-mapas/np-mapas-do-brasil/np-mapas-de-referencia/np-politico.html
194,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5978-cartas-e-mapas/np-mapas-estaduais/np-mapas-de-referencia/np-mapas-politicos-dos-estados.html
195,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0861-cartas-e-mapas/np-mapas-regionais.html
196,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5771-informacoes-sobre-organizacao-do-territorio/np-estrutura-territorial/np-memoria-institucional.html
197,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6646-atlas/np-nacional/np-meu-1-atlas.html
198,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0855-informacoes-sobre-posicionamento-geodesico/np-servicos-para-posicionamento-geodesico/np-modelo-de-ondulacao-geoidal.html
199,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0856-modelos-digitais-de-superficie/np-modelo-digital-de-elevacao-mde.html
200,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5953-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-morfologia-continental-e-do-fundo-dos-oceanos.html
201,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5834-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-cobertura-e-uso-da-terra/np-mudancas-na-cobertura-e-uso-da-terra/np-mudancas-na-cobertura-e-uso-da-terra.html
202,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5839-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estudos-integrados/np-n-2-relatorio-piloto-com-aplicacao-da-metodologia-ipps-ao-estado-do-rio-de-janeiro.html
203,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6494-metodos-e-outros-documentos-de-referencia/np-revistas-e-manuais-tecnicos/np-nocoes-cartograficas-para-base-operacional-geografica.html
204,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6732-metodos-e-outros-documentos-de-referencia/np-normas/np-orientacoes-para-instalacao-de-estacoes-de-monitoramento-continuo-gnss-compativeis-com-a-rbmc.html
205,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0852-imagens-do-territorio/np-imagens-corrigidas/np-ortomosaicos.html
206,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6466-metodos-e-outros-documentos-de-referencia/np-normas/np-padronizacao-de-marcos-geodesicos.html
207,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0871-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-pedologia/np-pedologia.html
208,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5828-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-pedologia/np-pedologia-do-estado-de-ro-rr-to-ac-am-ap-ma-mt-pa-e-rs.html
209,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6491-metodos-e-outros-documentos-de-referencia/np-revistas-e-manuais-tecnicos/np-ponto-de-referencia.html
210,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5818-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-climatologia/np-potencial-de-agressividade-climatica-na-amazonia-legal.html
211,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5832-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-cobertura-e-uso-da-terra/np-mapeamento-de-cobertura-e-uso-da-terra/np-potencial-florestal-do-estado-de-ro-ac-am-ap-e-pa.html
212,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6691-informacoes-sobre-posicionamento-geodesico/np-sirgas/projeto-mudanca-do-referencial-geodesico-pmrg.html
213,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6283-informacoes-sobre-posicionamento-geodesico/np-rede-geodesica/np-rede-altimetrica.html
214,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6258-informacoes-sobre-posicionamento-geodesico/np-rede-geodesica/np-rede-brasileira-de-monitoramento-continuo-dos-sistemas-gnss-rbmc.html
215,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6332-informacoes-sobre-posicionamento-geodesico/np-servicos-para-posicionamento-geodesico/np-rbmc-ip-rede-brasileira-de-monitoramento-continuo-dos-sistemas-gnss-em-tempo-real.html
216,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6286-informacoes-sobre-posicionamento-geodesico/np-rede-geodesica/np-rede-gravimetrica.html
217,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0842-informacoes-sobre-posicionamento-geodesico/np-rede-geodesica/np-rede-maregrafica-permanente-para-geodesia-rmpg.html
218,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6284-informacoes-sobre-posicionamento-geodesico/np-rede-geodesica/np-rede-planialtimetrica.html
219,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5775-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-regioes-de-articulacao-urbana.html
220,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5798-informacoes-sobre-organizacao-do-territorio/np-redes-e-fluxos-geograficos/np-regioes-de-influencia-das-cidades.html
221,https://www.ibge.gov.br/estatisticas-novoportal/economicas/8354-informacoes-sobre-organizacao-do-territorio/np-estrutura-territorial/np-regioes-metropolitanas-aglomeracoes-urbanas-e-regioes-integradas-de-desenvolvimento.html
222,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5780-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-regioes-rurais.html
223,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5814-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-biodiversidade/np-reserva-ecologica-do-ibge-biodiversidade-terrestre.html
224,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5815-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-biodiversidade/np-reserva-ecologica-do-ibge-em-brasilia-df.html
225,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5974-cartas-e-mapas/np-mapas-regionais/np-redes-geograficas/np-semiarido-brasileiro.html
226,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6334-informacoes-sobre-posicionamento-geodesico/np-servicos-para-posicionamento-geodesico/np-servico-online-para-pos-processamento-de-dados-gnss-ibge-ppp.html
227,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6359-metodos-e-outros-documentos-de-referencia/np-outros-documentos-tecnicos/np-sistema-nacional-de-nivelamento-de-1-ordem.html
228,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5829-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-pedologia/np-solos.html
229,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6358-metodos-e-outros-documentos-de-referencia/np-outros-documentos-tecnicos/np-tabelas-para-calculos-no-sistema-de-projecao-universal-transverso-de-mercator-utm.html
230,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6395-metodos-e-outros-documentos-de-referencia/np-outros-documentos-tecnicos/np-termino-do-periodo-de-transicao-para-adocao-no-brasil-do-sirgas2000.html
231,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5970-cartas-e-mapas/np-mapas-do-brasil/redes-geograficas/np-terras-e-aldeias-indigenas-nos-biomas-brasileiros.html
232,https://www.ibge.gov.br/estatisticas-novoportal/economicas/7530-informacoes-sobre-organizacao-do-territorio/np-tipologias-do-territorio/np-tipologia-intraurbana-espacos-de-diferenciacao-socioeconomica-nas-concentracoes-urbanas-do-brasil.html
233,https://www.ibge.gov.br/estatisticas-novoportal/economicas/6312-informacoes-sobre-posicionamento-geodesico/np-servicos-para-posicionamento-geodesico/np-progrid.html
234,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5827-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-geomorfologia/np-unidades-de-relevo.html
235,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5833-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-cobertura-e-uso-da-terra/np-mapeamento-de-cobertura-e-uso-da-terra/np-uso-da-terra.html
236,https://www.ibge.gov.br/estatisticas-novoportal/economicas/0872-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-recursos-naturais/np-vegetacao/np-vegetacao.html
237,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5785-informacoes-sobre-organizacao-do-territorio/np-analises-do-territorio/np-informacoes.html
238,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5843-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estudos-integrados/np-vocabulario-basico-de-recursos-naturais-e-meio-ambiente.html
239,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5844-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estudos-integrados/np-zee-amazonia-legal.html
240,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5787-informacoes-sobre-organizacao-do-territorio/np-analises-do-territorio/np-zoneamento-ecologico-economico-do-delta-do-parnaiba-dimensao-urbano-regional.html
241,https://www.ibge.gov.br/estatisticas-novoportal/economicas/5845-cartas-e-mapas/np-mapas-do-brasil/np-informacoes-ambientais/np-estudos-ambientais/np-estudos-integrados/np-zoneamentos-geoambientais.html
